text,created_at,geo,lang,place,coordinates,user.favourites_count,user.statuses_count,user.description,user.location,user.id,user.created_at,user.verified,user.following,user.url,user.listed_count,user.followers_count,user.default_profile_image,user.utc_offset,user.friends_count,user.default_profile,user.name,user.lang,user.screen_name,user.geo_enabled,user.profile_background_color,user.profile_image_url,user.time_zone,id,favorite_count,retweeted,source,favorited,retweet_count
"b'INFELIZMENTE MUITOS OPORTUNISTAS MIGRARAM NA ONDA BOLSONARO, ISSO  FATO,  E SEM FALAR QUE ALGUNS FORAM INDICADOS P https://t.co/x7Xe78cw9C'",2019-04-14 18:48:38,,pt,b'None',,1146,20602,b'BRASIL ACIMA DE TUDO E DEUS ACIMA DE TODOS. AVE IMPRIO',Império Brasileiro,726805706326814720,2016-05-01 16:09:18,False,False,,3,977,False,,3517,False,b'X-Kaiser-Czar',pt,davidcalado2,False,000000,http://pbs.twimg.com/profile_images/1110391265152110595/thTBgUPG_normal.png,,1117499922234990592,0,False,Twitter Web Client,False,0
"b'@correio Erro do governo, tipo no roubar, \nNo comprar partidos oferecendo ministrio, cortar bilhes de publicida https://t.co/tu5eQppvcd'",2019-04-14 18:48:40,,pt,b'None',,7156,504,b'None',,329786787,2011-07-05 16:32:07,False,False,,0,71,False,,93,True,b'angela ferrari xavie',pt,FerrariXavie,True,C0DEED,http://pbs.twimg.com/profile_images/730817204065845248/cZd3Yess_normal.jpg,,1117499930606800896,0,False,Twitter Web App,False,0
"b'@GuedesOficial18 @randolfeap Ele iniciou em Pernambuco, mas seu trabalho e seu mtodo se espalhou em todo Brasil. I https://t.co/2Haf6qWgkm'",2019-04-14 18:48:40,,pt,b'None',,1489,184,"b'Professora, psicopedagoga, me, esposa e amiga.'",Campinas,326502894,2011-06-30 01:05:37,False,False,,0,26,False,,47,True,b'Rosangela Medeiros',pt,prof_zan,False,C0DEED,http://pbs.twimg.com/profile_images/1419634994/rosangela_normal.jpg,,1117499933366599682,0,False,Twitter Web App,False,0
"b'Esse nosso governo  criminoso. E o que ele mais tem  bandido de estimao... Seja miliciano, seja explorao ileg https://t.co/tbtzQ4fhsd'",2019-04-14 18:48:47,,pt,b'None',,325,92,b'None',"Sao Paulo, Brazil",1024759324558680078,2018-08-01 20:50:36,False,False,,0,24,False,,134,True,b'Paula Guisard',en,GuisardPaula,False,F5F8FA,http://pbs.twimg.com/profile_images/1024759880345903111/EVZsoy2e_normal.jpg,,1117499960067489793,0,False,Twitter for Android,False,0
"b'O governo  diversionista, por isso precisamos eleger nossas lutas. Para mim, a defesa da vida contra a violncia, https://t.co/6VOQFnHXrl'",2019-04-14 18:48:48,,pt,b'None',,26,46,b'Deus conceda me  serenidade para aceitar as coisas que no posso modificar coragem para modificar aquelas que eu posso e sabedoria para reconhecer a diferena',,3395690517,2015-07-30 16:13:27,False,False,,0,5,False,,115,True,b'Ronaldo Araujo',pt,13ronaldEx,False,C0DEED,http://pbs.twimg.com/profile_images/626792295736721408/OCafxD9x_normal.jpg,,1117499966539337728,0,False,Twitter for Android,False,0
b'Na ditadura tbm era crime criticar o governo e os cara lutava contra agr a hipocrisia vem a tona desse pessoalzinho https://t.co/qQxcqVS1lW',2019-04-14 18:48:54,,pt,b'None',,1196,1102,b'aaaaaaaa',"São Paulo, Brasil",948210338150969344,2018-01-02 15:12:16,False,False,http://www.casadocaralho.com,0,46,False,,263,False,b'corninho do bem',pt,Caio_VLC,False,000000,http://pbs.twimg.com/profile_images/1108885659455025152/Ws4aLOg-_normal.jpg,,1117499991898062853,0,False,Twitter for Android,False,0
b'@brasileiro_com Esse  um babaca que mamou a vida toda nas tetas do governo na era Pt',2019-04-14 18:48:55,,pt,b'None',,5837,151,b'None',"Distrito Federal, Brasil",1042236615706468352,2018-09-19 02:19:07,False,False,,0,96,False,,121,True,b'daniela batista de souza',en,Danielatraback,False,F5F8FA,http://pbs.twimg.com/profile_images/1042238120161361921/WZ8bBqzT_normal.jpg,,1117499993487814657,0,False,Twitter for iPhone,False,0
"b'Parabns, presidente!! '",2019-04-14 18:48:55,,pt,b'None',,1209,817,"b'1 Tenente do Exrcito Brasileiro, eleito Deputado Estadual em So Paulo. '",,971764265676951552,2018-03-08 15:07:10,False,False,,5,3082,False,,2820,True,b'Tenente Coimbra',pt,Tenente_Coimbra,True,F5F8FA,http://pbs.twimg.com/profile_images/1090075308966006784/nji7KoYj_normal.jpg,,1117499994876076033,0,False,Twitter for iPhone,False,0
"b'Avaliamos os 100 primeiros dias do governo @jairbolsonaro, com base nas enquetes da esquerda nas redes sociais. Che https://t.co/ifnpl6AbYS'",2019-04-14 18:48:55,,pt,b'None',,2449,19620,"b'Catlico, conservador, Anti-socialista, Anticomunista com muito orgulho e sem bandidos de estimao. Brasil acima de tudo, Deus acima de todos.'",,1961941969,2013-10-15 04:46:47,False,False,,1,213,False,,981,True,b'Fbio Barcellos',pt,ofof2k1,False,C0DEED,http://pbs.twimg.com/profile_images/1063711863438041088/KgbPC3I6_normal.jpg,,1117499995102560257,0,False,Facebook,False,0
b'@alefrotabrasil @onyxlorenzoni Cara para de atirar no p do governo vc se elegeu com a bandeira do governo de moralizao.',2019-04-14 18:48:56,,pt,b'None',,197,6854,"b'Jorge , militar  pai de alexia.Apaixonado por culinria , vascaino e evanglico'",Boa vista RR,3001556391,2015-01-27 16:13:04,False,False,,1,478,False,,1592,True,b'Jorge Ferreira',pt,ferreira_camara,False,C0DEED,http://pbs.twimg.com/profile_images/1031275418131877890/OHSxmQHr_normal.jpg,,1117499997023604736,0,False,Twitter for Android,False,0
b'@antoniocostapm https://t.co/hM6dei4SvD\n\nde facto eu acho uma piada ao governo sempre disposto a salvar os amiguinh https://t.co/e6HPsiQegc',2019-04-14 18:49:06,,pt,b'None',,2276,5496,b'None',portugal  city of matosinhos,155645261,2010-06-14 18:20:46,False,False,,1,52,False,,355,False,b'sefhyro',pt,sefhyro,True,050505,http://pbs.twimg.com/profile_images/1115687526419902466/u0lyIYX8_normal.jpg,,1117500038580768770,0,False,Twitter Web App,False,0
b'nude do zayn  mais falso e desnecessrio do que o governo atual',2019-04-14 18:49:09,,pt,b'None',,19928,163233,"b'FAN ACCOUNT, t ocupada dando stream a alessia cara '","Salvador, Brasil",2319906134,2014-01-30 23:53:17,False,False,,220,27183,False,,14869,False,b'reibe 11days till endgame',pt,dxntbeafool,True,ABB8C2,http://pbs.twimg.com/profile_images/1117175846987534337/wwlf7x_q_normal.png,,1117500051687989248,0,False,Twitter for Android,False,0
b'@azevedofonseca @loiramistica No precisa ser Bolsonarista e nem Olavista! Basta analisarmos a educao brasileira https://t.co/30knjNfUYc',2019-04-14 18:49:15,,pt,b'None',,2460,1854,b'Brasil acima de tudo e Deus acima de todos.\n',"São Paulo, Brasil",4877658982,2016-02-05 10:40:04,False,False,,0,739,False,,1505,True,b'Chora Nenm ',pt,izzac007,False,F5F8FA,http://pbs.twimg.com/profile_images/1117075092578680832/AKjrbU7g_normal.jpg,,1117500077608718337,0,False,Twitter for Android,False,0
"b'inaceitvel que o governo federal seja responsvel pela gerao de estatsticas municipais e estaduais, cada ente p https://t.co/s1iaasnMR6'",2019-04-14 18:49:15,,pt,b'None',,14252,85502,"b'Candomblecista, filho de Osanyin  / ps-graduando em Finanas pela UFF / Latifundirio no pas internet / CRF '","Nova Iguaçu, Brasil",60166537,2009-07-25 22:34:44,False,False,http://phreis.com.br,76,1085,False,,347,False,b'Paulo Henrique Reis',pt,darth_paulinho,True,352726,http://pbs.twimg.com/profile_images/863596927979593728/Zd1lpGbE_normal.jpg,,1117500079995277318,0,False,TweetDeck,False,0
"b'Num governo comunista tudo  controlado; sua comida, sua liberdade, sua famlia, sua mente, sua vida.\n\nO Estado decide por voc!'",2019-04-14 18:49:16,,pt,b'None',,1551,4589,"b'Santa Cruz  Futebol Clube a maior paixo, Famlia  o maior amor, msica sertaneja faz bem aos meus ouvidos e cavalo Manga-Larga-Marchador  puro sangue.'",Igarassu-PE,412823943,2011-11-15 05:06:33,False,False,,0,478,False,,2346,False,b'Giovani Camargo(#Bolsonaro_2022_)',pt,GeovanSilva2,True,000000,http://pbs.twimg.com/profile_images/1117239260200013824/J_uWRshf_normal.jpg,,1117500081635233795,0,False,Facebook,False,0
b'A HORA DA VERDADE ESTA A CHEGAR PARA O GOVERBO DO PM COSTA',2019-04-14 18:49:18,,pt,b'None',,785,7765,b'None',,1080914466047488000,2019-01-03 19:51:05,False,False,,0,334,False,,5000,True,b'xale aguia',en,AguiaXale,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1117500093089894401,0,False,Twitter Web Client,False,0
"b'Houve queda na cotao, mas no houve prejuzo e sim valorizao durante o ano.  pura manipulao da extrema impre https://t.co/SehNxBpPTo'",2019-04-14 18:49:19,,pt,b'None',,14172,11343,b'#DireitaUnida #DireitaSegueDireita #Rob17 #TiaDoZap #MarketeirosDoJair #MulheresComBolsonaro #TodosComBolsonaro #FaoParteDaTurmaDoBolsonaro',"Rio de Janeiro, Brasil",1046219014559727617,2018-09-30 02:03:45,False,False,,0,3365,False,,5002,True,b'Daniela Pastorino Silva Marketeira do Jair  17',en,PastorinoSilva,False,F5F8FA,http://pbs.twimg.com/profile_images/1046764198297038849/j7jrnrmC_normal.jpg,,1117500095384248320,0,False,Twitter for iPhone,False,0
"b'@vtorresfreire O Governo tem tudo planejando de como pagar a conta do pas, a extrema prensa sabe disso e tenta imp https://t.co/rEDWpYLxDI'",2019-04-14 18:49:30,,pt,b'None',,379,1048,"b'Patriota, advogado e Bolsonarista \n(Perfil poltico)'",,157813750,2010-06-21 00:02:29,False,False,,0,898,False,,1449,False,b'KS ',pt,_QndoEuCrescer,False,0A0404,http://pbs.twimg.com/profile_images/1114226539607089152/Y2ntCai1_normal.jpg,,1117500139650916358,0,False,Twitter for Android,False,0
b'Por isso Paulo Henrique Amorim ataca tanto Bolsonaro!!!\nFim dos empregos dessa cambada de esquerda.\nTrabalhando pra https://t.co/i35X7CgtLb',2019-04-14 18:49:33,,pt,b'None',,4158,7192,"b'SOU BRASILEIRO,CARIOCA,NACIONALISTA E RESPONSVEL. TENHO CONSCINCIA POLTICA,CVICA DE CIDADANIA. SOU COMO MUITOS QUE NO SE CONFORMAM COM AS COISAS COMO ESTO'",RIO DE JANEIRO,242135440,2011-01-24 01:31:10,False,False,,0,369,False,,828,True,b'A A S NETO',pt,NACIONALISTASS,True,C0DEED,http://pbs.twimg.com/profile_images/1071722297831112704/2weU8cHQ_normal.jpg,,1117500151826931712,0,False,Twitter for Android,False,0
b'@alvarodias_  que desses 55mil tem uma maioria que sabe que se votarem o governo ter que construir uma nova penit https://t.co/altfzxzDhD',2019-04-14 18:49:48,,pt,b'None',,8125,1011,b'Prefiro inimigos verdadeiros a falsos amigos! I know what Im trying to do!',,1105187147513036801,2019-03-11 19:22:04,False,False,,0,171,False,,195,True,b'In Absentia',en,ignotisignotium,False,F5F8FA,http://pbs.twimg.com/profile_images/1112282058225786881/uBtHshoc_normal.jpg,,1117500216129806342,0,False,Twitter for iPhone,False,0
b'@camposmello o governo atual  transparente e no empurra sujeira pra debaixo do tapete. Diferente do seu partido p https://t.co/1RJ6ZXHtS5',2019-04-14 18:49:53,,pt,b'None',,2083,8104,b'Eletrotcnico por formao... apaixonado por TI (eletrnica e informtica). Amo a Justia de Deus. Respeito a justia do homem. Jesus Cristo  o meu redentor.',Goiânia - Goiás,1962437810,2013-10-15 11:07:41,False,False,http://www.ajudatecnica.tk,2,196,False,,315,False,b'OG Lima ',pt,otavioguerd,False,FFF04D,http://pbs.twimg.com/profile_images/606582289309560833/qdK9_1QG_normal.jpg,,1117500238414131200,0,False,Twitter Web Client,False,0
b'E o Wikileaks de Asange(preso essa semana) d o ltimo prego no caixo de um governo armado pra ferrar o Brasil... https://t.co/zlthGst6eH',2019-04-14 18:49:54,,pt,b'None',,147,4126,b'Pelo fim do voto obrigatrio e na luta pelo fim do sistema representativo. VIVA A DEMOCRACIA DIRETA \n https://www.facebook.com/MovimentoVotoNuloOficial/',Brasil,1287844578,2013-03-22 05:51:40,False,False,,2,102,False,,211,False,b'Movimento Voto Nulo',pt,AnulaVoto,False,000000,http://pbs.twimg.com/profile_images/1089904794830061569/gq3nZefC_normal.jpg,,1117500240372862976,0,False,Facebook,False,0
"b'@VanAzevedo1 @KGionara @jairbolsonaro No, de boa. Se algum mandou matar, tem que achar sim! Independente de ser o https://t.co/PkXyyqqpLo'",2019-04-14 18:49:58,,pt,b'None',,1714,387,b'Consultor de negcios.\n\nSo Paulo F.C.',"Santa Bárbara d'Oeste, Brasil",1020334839705350144,2018-07-20 15:49:17,False,False,,0,19,False,,338,True,b'Raphael Cordeiro',pt,raphacordeiro7,False,F5F8FA,http://pbs.twimg.com/profile_images/1045120496881291265/BLNA9TZr_normal.jpg,,1117500258676822016,0,False,Twitter for Android,False,0
b'A HORA DA VERDADE ESTA A CHEGAR PARA O GOVERBO DO PM COSTA   BVBV',2019-04-14 18:50:06,,pt,b'None',,785,7766,b'None',,1080914466047488000,2019-01-03 19:51:05,False,False,,0,334,False,,5000,True,b'xale aguia',en,AguiaXale,False,F5F8FA,http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png,,1117500291367276545,0,False,Twitter Web Client,False,0
b'Museu israelense rebate afirmao de Bolsonaro sobre Holocausto. @JairBolsonaro @yadvashem https://t.co/uOfSilTbim https://t.co/QdKlk6A97R',2019-04-14 18:50:07,,pt,b'None',,15,39059,"b'O Poder360 publica textos, fotos, vdeos e newsletters diariamente. Sua sede  na capital da Repblica, Braslia.'","Brasília, Brazil",4896510833,2016-02-11 00:39:26,True,False,http://www.poder360.com.br,594,42015,False,,1559,True,b'Poder360',pt,Poder360,True,F5F8FA,http://pbs.twimg.com/profile_images/876820302080225281/0P_Aes8n_normal.jpg,,1117500295972642820,0,False,mLabs - Gestão de Redes Sociais,False,0
"b'@SF_Moro ""Louvando o que bem\nmerece, deixe o que h ruim de lado.""\nMas, com sua exceo, neste governo tem se louvado o que  ruim.'",2019-04-14 18:50:07,,pt,b'None',,239,193,b'None',"Ribeirão Preto, Brasil",140862449,2010-05-06 15:10:14,False,False,,0,20,False,,66,True,b'Cleber Moraes',pt,cleberjmoraes,False,C0DEED,http://pbs.twimg.com/profile_images/834594629521637376/ZfzPJ3Ah_normal.jpg,,1117500298463981568,0,False,Twitter for Android,False,0
"b'https://t.co/nGnpDxQHkc\n\nBalano dos 100 dias do governo Bolsonaro com indicadores Econmicos, de sade e educao https://t.co/4Ikfs9Rate'",2019-04-14 18:50:12,,pt,b'None',,1514,885,"b'Olavette, tenho f que a terra  plana, o nazismo de esquerda, e o cidado de bem... de bem. Sou direita raiz com fetiche por militares de uniforme, add.'",Disney,1080005726460919809,2019-01-01 07:40:05,False,False,,0,114,False,,257,True,b'Direita Uaitzapi',en,DUatzapi,False,F5F8FA,http://pbs.twimg.com/profile_images/1091892713723707392/pWHZz9Iz_normal.jpg,,1117500319360008192,0,False,Twitter Web Client,False,0
"b'@PremieBolsonaro @QuebrandoOTabu @HermanCarrijo ento pronto, se a educao  uma merda a culpa  do governo q nada fez e nada faz'",2019-04-14 18:50:22,,pt,b'None',,10623,117187,"b'         \'      .""'","Salvador, Brazil",338059938,2011-07-19 00:51:06,False,False,,13,3756,False,,3578,False,b'medusa',pt,louisproblema,True,DBE9ED,http://pbs.twimg.com/profile_images/1093500057167560710/TYoDxhmP_normal.jpg,,1117500358530564097,0,False,Twitter for iPhone,False,0
b'Gobo decide acabar com rdios CBN e Rdio Globo FM.\nA Quimioterapia do novo governo j esta fazendoo efeito!!!!!\n\nhttps://t.co/kZ8tTI3MRW',2019-04-14 18:50:25,,pt,b'None',,4848,1026,b'Cristo | Engenheiro | Patriota | Foco | F | Fora e Ao',"Santo André, Brasil",1015974446035881986,2018-07-08 15:02:38,False,False,,0,144,False,,577,True,b'Deivid Oliveira',pt,DeividBOliveira,False,F5F8FA,http://pbs.twimg.com/profile_images/1109606638300876800/oCPXtnzc_normal.jpg,,1117500371545534464,0,False,Twitter for Android,False,0
b'Pqp! Vergonha alheia.',2019-04-14 18:50:28,,pt,b'None',,45943,22532,"b'Software Engineering Professor and Researcher; husband; father; Corinthians fan!, Chargers fan!, beer lover; Brazilian'","Campo Mourão, Brasil",173620082,2010-08-01 23:17:17,False,False,,14,724,False,,2100,False,b'Igor Scaliante Wiese',pt,IgorWiese,False,000000,http://pbs.twimg.com/profile_images/1098450772205977600/ABqwODKD_normal.png,,1117500383092461573,0,False,Twitter for Android,False,0
"b'Tudo bem, desde que no Grenal de logo mais tora para o @SCInternacional \n#LulaLivre'",2019-04-14 18:50:31,,pt,b'None',,30925,36806,b'La accin ms pequea es mejor que la intencin ms grande.\n- Inteligencia es la habilidad de adaptarse a los cambios.',,856327844414324736,2017-04-24 02:04:02,False,False,,2,319,False,,419,True,b'@Octopus',pt,Octopusajnin,False,F5F8FA,http://pbs.twimg.com/profile_images/1077578966393933824/D5It6ZVu_normal.jpg,,1117500396870799361,0,False,Twitter for Android,False,0
b'Algum envie para o Bozo que disse no conhecer Paulo Freire.',2019-04-14 18:50:35,,pt,b'None',,8921,39514,b'Comentarista Esportivo da Radio Globo Natal.',,272085035,2011-03-25 20:08:53,False,False,,15,6854,False,,68,True,b'Pedro Neto',pt,blogpedroneto,True,C0DEED,http://pbs.twimg.com/profile_images/887088447449686020/gATw476K_normal.jpg,,1117500413815730176,0,False,Twitter for Android,False,0
b'Ser se  o efeito Bolsonaro.. a esquerda elogiando o capitalismo ',2019-04-14 18:50:38,,pt,b'None',,1305,1023,b'None',Brasil,1056291765035130880,2018-10-27 21:09:16,False,False,,0,71,False,,444,True,b'Jose Noble ',pt,JoseNob21909934,False,F5F8FA,http://pbs.twimg.com/profile_images/1056292791939149824/aSpkQsDH_normal.jpg,,1117500428634161160,0,False,Twitter for Android,False,0
"b'Resumo dos 100 dias do governo do ""MITO"" https://t.co/ZqekonXkZ5'",2019-04-14 18:50:40,,pt,b'None',,204,6517,"b'Ezequiel Rodrigues | Msica e literatura. Fotografia, esportes e poesia.'",Natal | RN | Brasil,233539600,2011-01-03 14:07:23,False,False,http://www.cotidianodaalma.blogspot.com,8,331,False,,320,False,b'Cotidiano da Alma',pt,zekrodrigues,True,050505,http://pbs.twimg.com/profile_images/655469796058877952/NbZxtRaN_normal.jpg,,1117500436163043328,0,False,Facebook,False,0
"b'@CarlaZambelli17 Defende este  governo a...esquece o passado, tenta fazer melhor. S esto fazendo merda!'",2019-04-14 18:50:47,,pt,b'None',,1268,636,"b'Engenheiro Eletricista, Especialista em Redes de Comunicao. Observador da cena poltica'","Palhoça, Santa Catarina",183378288,2010-08-26 21:25:20,False,False,,0,41,False,,355,True,b'Bruno Strellow Jr',pt,BrunoStrellow,False,C0DEED,http://pbs.twimg.com/profile_images/2583407358/083c5j4843ufjdro3uhc_normal.jpeg,,1117500463803449344,0,False,Twitter for Android,False,0
"b'@marcofeliciano @GeneralMourao @jairbolsonaro  srio isso??? Tanta coisa pra serem resolvidas, Brasil a beira do c https://t.co/awAPTJUZl0'",2019-04-14 18:50:52,,pt,b'None',,9,136,b'None',,882686731752964098,2017-07-05 19:44:51,False,False,,0,2,False,,5,True,b'Anne Porcella',pt,AnnePorcella,False,F5F8FA,http://pbs.twimg.com/profile_images/882689030697177092/6jMHpCbX_normal.jpg,,1117500483999031297,0,False,Twitter Web Client,False,0
b'@EspadasDama @brunomdequeiroz @FlavioBolsonaro Bem dito.  alm de tudo um governo no harmnico. Agricultura contr https://t.co/Enkh3IlMyL',2019-04-14 18:50:54,,pt,b'None',,157,337,"b'At onde minha subjetividade me permite,creio que devo ser algo, pensando mais pq melhor no sei pensar,isso no final tanto faz de qualquer forma!'","Goiânia, Brasil",319301717,2011-06-17 22:03:12,False,False,,0,43,False,,66,False,b'Nanda Souza',pt,Nandazuos,False,EBEBEB,http://pbs.twimg.com/profile_images/1114792650195046400/k0lQHPyA_normal.jpg,,1117500492836421637,0,False,Twitter for iPhone,False,0
"b'@goulart_lenita @GurgelIsabella Deve ser pq l alm de educados, eles tem um governo que oferece saneamento bsico https://t.co/gp5waHMEYR'",2019-04-14 18:50:55,,pt,b'None',,5091,1886,"b'Um bbado, um merda, um gnio!'",,1289709175,2013-03-22 21:29:42,False,False,,1,217,False,,189,False,b'snow',pt,_srSnow,True,000000,http://pbs.twimg.com/profile_images/1085577013509922816/TGLdYz--_normal.jpg,,1117500499023081482,0,False,Twitter for Android,False,0
b'Governo da Madeira quer regime para que residentes paguem 86 euros por voo para o continente https://t.co/9pr3CCvq0g',2019-04-14 18:51:02,,pt,b'None',,0,12097,b'O Informa+ dedica-se  divulgao e partilha de informao na internet.',Portugal,2399425058,2014-03-20 10:51:15,False,False,https://www.informamais.pt,0,36,False,,0,False,b'Informa+',pt,Informamaispt,False,C0DEED,http://pbs.twimg.com/profile_images/1014978816396193793/EVDBrigg_normal.jpg,,1117500525165985793,0,False,dlvr.it,False,0
